StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,con_freq,con_situation _1,con_situation _2,con_situation _3,con_situation _4,con_situation _5,con_situation _6,con_situation _7,con_situation _7_TEXT,exercise,flavor_pref1_1,flavor_pref1_2,flavor_pref1_3,flavor_pref1_4,flavor_pref1_5,flavor_pref1_6,flavor_pref1_7,flavor_pref1_8,flavor_pref1_9,flavor_pref1_9_TEXT,flavor_pref2,flavor_pref2_9_TEXT,pref_flavor,pref_sweet,pref_sugar,pref_ingred,pref_health,label_habit_loyal,label_habit_read,label_habit_ingred,preknow_vitd,preknow_vitc,preknow_calc,preknow_iron,preknow_pota,preknow_5_magn,wtp_1,sure_1,sensory_584_overall,sensory_584_appear,sensory_584_color,sensory_584_aroma,sensory_584_flavor,sensory_584_lemon,sensory_584_sweet,sensory_584_salt,sensory_584_sour,sensory_584_aftert,refresh_584,wtp_2b_584,sure_2b_584,sensory_793_overall,sensory_793_appear,sensory_793_color,sensory_793_aroma,sensory_793_flavor,sensory_793_lemon,sensory_793_sweet,sensory_793_salt,sensory_793_sour,sensory_793_aftert,refresh_793,wtp_2b_793,Sure_2b_793,wtp_3b_info_584,wtp_3b_info_793,sure_3b_info_584,sure_3b_info_793,after_info_3b_d1_new,after_info_3b_d1_useful,mag_benefit_3b_d1_musle,mag_benefit_3b_d1_cramps,mag_benefit_3b_d1_sugar,mag_benefit_3b_d1_bone,mag_benefit_3b_d1_sleep,mag_intake_d1_magsupp,mag_intake_d1_multivit,wtp_2a_info_584,wtp_2a_info_793,sure_2a_info_584,sure_2a_info_793,after_info_2a_d1_new,after_info_2a_d1_useful,mag_benefit_2a_d1_muscle,mag_benefit_2a_d1_cramps,mag_benefit_2a_d1_sugar,mag_benefit_2a_d1_bone,mag_benefit_2a_d1_sleep,mag_intake_2a_d1_magsupp,mag_intake_2a_d1_multivit,wtp_3a_584,sure_3a_584,wtp_3a_793,sure_3a_793,sensory_356_overall,sensory_356_appear,sensory_356_color,sensory_356_aroma,sensory_356_flavor,sensory_356_blueberry,sensory_356_sweet,sensory_356_salt,sensory_356_sour,sensory_356_aftert,refresh_356,wtp_2b_356,sure_2b_356,sensory_831_overall,sensory_831_appear,sensory_831_color,sensory_831_aroma,sensory_831_flavor,sensory_831_pineapple,sensory_831_sweet,sensory_831_slat,sensory_831_sour,sensory_831_aftert,refresh_831,wtp_2b_831,sure_2b_831,wtp_3b_info_356,wtp_3b_info_831,sure_3b_info_356,sure_3b_info_831,after_info_3b_d2_new,after_info_3b_d2_useful,mag_benefit_3b_d2_muscle,mag_benefit_3b_d2_cramps,mag_benefit_3b_d2_sugar,mag_benefit_3b_d2_bone,mag_benefit_3b_d2_sleep,mag_intake_3b_d2_magsupp,mag_intake_3b_d2_multivit,wtp_2a_info_356,wtp_2a_info_831,sure_2a_info_356,sure_2a_info_831,after_info_2a_d2_new,after_info_2a_d2_useful,mag_benefit_2a_d2_muscle,mag_benefit_2a_d2_cramps,mag_benefit_2a_d2_sugar,mag_benefit_2a_d2_bone,mag_benefit_2a_d2_sleep,mag_intake_2a_d2_magsupp,mag_intake_2a_d2_multivit,wtp_3a_356,sure_3a_356,wtp_3a_831,sure_3a_831,gender,gender_4_TEXT,age,race_2,race_7,race_8,race_9,race_10,race_11,race_12,race_13,race_-999,race_13_TEXT,edu,income,randomizer,Day
3/18/2026 16:53,3/18/2026 17:00,0,150.135.165.28,100,444,1,3/18/2026 17:00,R_1Ebaw6fPYRlyzCK,,,,,32.2503,-110.945,qr,EN,4,3,,,,,,1,,,4,,,1,,1,1,,,,,3,,4,3,4,5,5,4,3,3,3,4,3,3,3,3,4,2,8,8,8,8,8,8,8,8,8,8,5,,,8,8,8,8,8,8,8,8,8,8,4,,,,,,,,,,,,,,,,3.5,4,1,3,1,1,100,100,100,100,100,0,0,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,23,,1,,,,,,,,,4,1,3,1
3/18/2026 16:49,3/18/2026 17:01,0,150.135.165.87,100,718,1,3/18/2026 17:01,R_5F8Un7ByxSAbXGH,,,,,32.2503,-110.945,qr,EN,4,1,,1,,,,,,,3,1,,,,1,,1,,,,5,,5,4,3,4,4,4,2,4,4,4,4,4,4,4,4,2,7,5,5,4,6,7,6,5,5,5,2,3.75,2,8,7,7,5,8,8,8,5,5,6,3,4.25,2,3.75,4.25,2,2,4,4,86,74,63,55,53,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,45,,,,,,,1,,,,5,6,2,1
3/18/2026 16:48,3/18/2026 17:05,0,150.135.165.69,100,1010,1,3/18/2026 17:05,R_12GqF8xXOjvv1D8,,,,,32.2503,-110.945,qr,EN,4,2,,,,,,,1,When looking to hydrate at times in morning before work if I am really dehydrated.,2,1,1,1,1,,,1,,,,2,,4,4,4,5,4,3,4,4,4,4,4,4,4,4,3,2,7,7,4,8,7,8,8,8,8,7,3,3,1,7,7,7,5,6,6,7,7,7,7,1,2,1,3,2,1,2,2,1,94,88,93,89,94,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,55,1,,,,,,,,,,3,-999,1,1
3/19/2026 13:55,3/19/2026 14:04,0,150.135.165.61,100,564,1,3/19/2026 14:04,R_52zdvRXKyoRHGWA,,,,,32.2503,-110.945,qr,EN,4,3,,,,1,1,,,,3,1,1,1,,,,,,1,Mango,9,,4,3,3,2,2,4,2,2,4,4,4,3,4,4,3.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,8,5,8,9,8,5,6,6,4,3.75,2,4,4,4,6,3,3,2,3,3,2,1,2.75,2,3.75,2.75,2,2,2,4,62,77,55,50,68,1,3,,,,,,,,,,,,,,,,,,2,,18.5,,1,,1,,,,,,,3,3,1,2
3/19/2026 13:56,3/19/2026 14:05,0,150.135.165.36,100,521,1,3/19/2026 14:05,R_3CQ4j5BJ3kNhnbI,,,,,32.2503,-110.945,qr,EN,4,1,,,1,,1,,,,2,,,1,1,,,,1,,,,,4,3,5,2,3,3,3,1,3,3,3,4,2,4,2.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,5,6,6,8,9,8,7,3,,,6,8,5,4,5,8,7,6,5,5,3,,,,,,,,,,,,,,,,2.75,2.75,3,3,2,3,65,43,100,88,68,3,3,2.75,2,2.75,2,1,,23,,,1,,,,1,,,,4,1,3,2
3/19/2026 13:55,3/19/2026 14:06,0,174.205.100.197,100,666,1,3/19/2026 14:06,R_1Bye6uVGhlC9mly,,,,,33.4532,-112.0748,qr,EN,4,1,,,,1,,,,,2,,,,,1,,1,,,,7,,4,4,3,2,3,2,2,2,4,4,4,4,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,6,4,4,5,5,5,4,2,2,2,7,7,8,8,7,8,7,7,7,7,3,3,2,2.5,3.25,2,1,4,4,25,50,70,70,50,0,0,,,,,,,,,,,,,,,,,,2,,20.5,,,,,,,1,,,,1,-999,2,2
3/19/2026 13:55,3/19/2026 14:06,0,150.135.165.7,100,691,1,3/19/2026 14:06,R_7H7afDqxyPHb7l5,,,,,32.2503,-110.945,qr,EN,4,2,,,1,1,,,,,4,,1,1,,1,,,,,,2,,4,4,4,5,4,4,4,4,4,5,5,5,5,4,3.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5,6,7,7,9,9,9,9,4,3.25,2,6,4,3,4,5,6,7,7,8,4,2,2.25,2,3.5,2.25,1,2,1,1,77,89,100,100,100,0,1,,,,,,,,,,,,,,,,,,2,,18.5,,,1,,,,1,,,,3,1,1,2
3/19/2026 13:58,3/19/2026 14:07,0,150.135.165.79,100,498,1,3/19/2026 14:07,R_5zBeaH14brpoKSz,,,,,32.2503,-110.945,qr,EN,4,1,,,1,1,,,,,3,,1,1,,,,,,1,Strawberry,9,,4,4,5,5,5,2,5,5,2,4,4,5,2,2,3.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,8,7,8,7,6,4,4,,,4,3,2,5,7,6,8,5,4,2,2,,,,,,,,,,,,,,,,3.5,2.5,2,2,4,5,95,67,21,85,56,0,1,3.5,3,1.75,2,2,,20.5,,,1,,,,1,,,,3,1,4,2
3/19/2026 14:06,3/19/2026 14:16,0,150.135.165.4,100,629,1,3/19/2026 14:16,R_5VBxqwLEku0J4Vu,,,,,32.2503,-110.945,qr,EN,4,4,,1,,,,1,,,2,,,1,,1,1,,,,,6,,5,3,3,4,4,2,4,2,2,4,4,4,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,8,6,4,6,8,7,7,8,3,2.75,1,6,8,8,6,6,4,5,6,6,4,3,2.75,1,2.75,2.75,1,1,4,5,50,50,50,50,50,1,1,,,,,,,,,,,,,,,,,,1,,20.5,,1,,,,,,,,,3,2,2,2
3/19/2026 14:10,3/19/2026 14:20,0,172.226.3.172,100,641,1,3/19/2026 14:20,R_62zcEG2VuS51EKS,,,,,34.0544,-118.244,qr,EN,4,1,,,,1,1,,,,2,,,1,,,1,1,,,,6,,5,5,3,3,2,3,4,3,4,4,4,4,4,3,3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,8,8,7,8,8,8,7,3,,,7,5,5,7,8,8,8,7,8,9,4,,,,,,,,,,,,,,,,3.5,3.5,2,2,5,4,50,60,80,50,60,0,0,3.5,1,3.5,1,1,,35,,,,,,,1,,,,3,3,4,2
3/19/2026 14:15,3/19/2026 14:26,0,172.225.108.246,100,681,1,3/19/2026 14:26,R_13xR7vmS47YKhUB,,,,,32.2163,-110.9241,qr,EN,4,2,,,1,1,,,,,4,,,1,,1,1,,,,,3,,3,4,4,5,1,3,5,5,5,5,5,5,5,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,3,7,5,5,4,5,6,6,2,4,1,7,7,5,7,8,8,8,5,8,8,4,4,1,3.5,4.5,1,1,2,4,75,100,23,41,100,0,0,,,,,,,,,,,,,,,,,,1,,55,,,,,,,1,,,,5,6,1,2
3/19/2026 14:15,3/19/2026 14:28,0,150.135.165.48,100,766,1,3/19/2026 14:28,R_62K5aUgiD198p5p,,,,,32.2503,-110.945,qr,EN,4,2,1,1,1,1,,1,,,2,1,1,1,,1,,,,,,1,,4,3,2,4,3,3,2,3,4,4,4,4,4,4,1.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,6,8,9,9,8,8,6,8,5,2.75,1,7,7,6,7,8,8,8,8,7,6,4,2,1,4,3.75,1,1,4,5,85,90,50,50,50,0,2,,,,,,,,,,,,,,,,,,1,,18.5,,,,,,,1,,,,3,3,1,2
3/19/2026 14:20,3/19/2026 14:29,0,150.135.165.124,100,532,1,3/19/2026 14:29,R_5ruyBgnS6ivVGwK,,,,,32.2503,-110.945,qr,EN,4,1,,,,1,1,,,,4,,,,,1,1,,,,,6,,5,4,3,3,2,5,4,4,5,5,5,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,8,6,2,2,5,6,5,3,,,7,5,4,8,7,8,4,5,5,5,3,,,,,,,,,,,,,,,,0,2.25,1,2,2,4,80,100,19,,74,0,0,2.75,2,3,1,2,,27,,,,,,,1,,,,4,2,3,2
3/19/2026 14:24,3/19/2026 14:30,0,150.135.165.56,100,370,1,3/19/2026 14:30,R_1SjKyBAIhvzT4gt,,,,,32.2503,-110.945,qr,EN,4,5,,1,,,,,,,3,,,1,1,1,,,,,,3,,4,4,5,5,4,3,4,5,5,5,3,3,3,5,2.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,6,6,6,7,5,5,6,2,2,2,7,5,6,8,8,8,7,8,9,9,5,3,1,2.75,3.75,2,1,2,5,90,94,62,76,98,4,4,,,,,,,,,,,,,,,,,,1,,20.5,,,1,,,,,,,,2,5,2,2
3/19/2026 14:26,3/19/2026 14:33,0,150.135.165.16,100,411,1,3/19/2026 14:33,R_7uDoiyIkBx14uxb,,,,,32.2503,-110.945,qr,EN,4,2,,,,1,1,,,,3,,,,1,1,,,,,,5,,4,4,3,1,1,4,2,2,2,2,2,2,2,4,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,5,4,4,6,5,5,4,2,,,8,8,8,5,8,8,7,5,6,6,3,,,,,,,,,,,,,,,,2.5,2.5,2,2,4,4,50,52,75,75,25,0,1,1.5,2,2.75,2,1,,20.5,,,,,,,1,,,,3,-999,4,2
3/19/2026 14:27,3/19/2026 14:35,0,150.135.165.45,100,490,1,3/19/2026 14:35,R_3U859hii9bbSmGJ,,,,,32.2503,-110.945,qr,EN,4,3,,,1,1,,,,,3,1,,,,1,,1,,,,7,,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,7,7,7,6,7,7,7,3,,,4,7,6,7,4,6,7,6,3,4,2,,,,,,,,,,,,,,,,3.25,3.5,2,2,2,4,64,82,90,42,81,1,2,2.5,2,2.5,2,2,,20.5,,,,,,,1,,,,3,5,3,2
3/19/2026 14:28,3/19/2026 14:35,0,150.135.165.14,100,419,1,3/19/2026 14:35,R_6R4dZiFsBFTCRGN,,,,,32.2503,-110.945,qr,EN,4,2,1,,,1,,1,,,3,,,1,,1,,1,,,,5,,4,5,5,4,4,4,5,4,4,4,4,4,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,6,5,6,5,6,4,5,2,,,5,7,7,7,5,5,5,4,4,5,2,,,,,,,,,,,,,,,,2.5,2.75,2,2,4,4,80,77,79,52,73,3,0,2.25,2,2.25,2,1,,18.5,,,1,,,,,,,,2,2,3,2
3/19/2026 14:33,3/19/2026 14:42,0,150.135.165.36,100,556,1,3/19/2026 14:42,R_5JDYu4MblVeapWs,,,,,32.2503,-110.945,qr,EN,4,1,,,,1,1,,,,2,1,1,,,,,1,,,,7,,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,8,5,4,5,6,8,8,3,2.5,1,6,7,7,8,6,6,6,5,6,4,2,1.75,2,2.5,1.75,1,1,2,4,70,95,100,60,95,0,0,,,,,,,,,,,,,,,,,,2,,18.5,,,,1,,,,,,,3,4,2,2
3/19/2026 14:44,3/19/2026 14:51,0,198.60.145.40,100,423,1,3/19/2026 14:51,R_1zZlkcr6nHApM76,,,,,32.2503,-110.945,qr,EN,4,3,,,1,1,1,,,,3,1,,1,,,,1,,,,3,,4,3,4,3,3,3,4,3,4,4,4,4,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,8,7,9,8,8,5,5,7,4,3.5,1,6,5,5,5,6,7,7,7,8,5,2,2,2,4,2,1,2,4,4,60,80,50,70,90,0,2,,,,,,,,,,,,,,,,,,1,,20.5,,,,1,,,1,,,,4,-999,2,2
3/19/2026 14:41,3/19/2026 14:52,0,150.135.165.69,100,653,1,3/19/2026 14:52,R_6IKKSv7CLGCLmjE,,,,,32.2503,-110.945,qr,EN,4,2,,,,1,1,,1,Per need to rehydrate rapidly ,2,1,1,1,1,1,1,,,,,2,,4,3,4,4,4,3,4,4,4,4,4,4,4,4,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,7,8,7,8,7,8,8,3,2.5,2,7,6,6,6,7,7,7,8,8,7,2,2.5,2,2.75,2.5,1,2,4,5,93,89,89,80,93,0,4,,,,,,,,,,,,,,,,,,1,,55,1,,,,,,,,,,3,-999,1,2
3/19/2026 14:46,3/19/2026 14:56,0,150.135.165.38,100,577,1,3/19/2026 14:56,R_6eerKxarNdcZYeB,,,,,32.2503,-110.945,qr,EN,4,2,,,,1,1,,,,3,1,1,1,,1,1,,,,,3,,5,4,1,1,1,3,2,2,4,4,4,4,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,8,8,6,7,8,9,9,9,4,2,1,8,6,6,9,9,9,9,9,9,9,4,2,1,1.5,2.25,1,1,4,4,53,100,100,100,19,0,0,,,,,,,,,,,,,,,,,,1,,18.5,,,,,,,1,,,,3,1,1,2
3/19/2026 14:53,3/19/2026 15:02,0,150.135.165.38,100,502,1,3/19/2026 15:02,R_571fKtE7cMwm6vN,,,,,32.2503,-110.945,qr,EN,4,5,,,1,1,,1,,,2,,1,1,,1,,,,,,2,,4,4,4,3,3,4,2,2,3,4,5,5,3,4,3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7,6,1,1,1,5,4,2,2,,,9,6,6,9,9,9,9,9,9,4,5,,,,,,,,,,,,,,,,1.5,4,1,1,3,5,51,50,100,100,100,0,0,1.5,1,4,1,2,,23,,,,,,,1,,,,3,3,4,2
3/19/2026 14:52,3/19/2026 15:03,0,174.205.102.44,100,640,1,3/19/2026 15:03,R_1QGmdlotnZc3ebL,,,,,36.175,-115.1372,qr,EN,4,2,1,1,1,,,,,,4,,,,1,1,,,,,,4,,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,7,6,5,5,5,6,3,,,4,5,4,5,4,3,6,5,5,5,2,,,,,,,,,,,,,,,,3,2.75,2,2,2,4,65,62,60,65,65,0,0,3,2,2.5,2,1,,20.5,,,,,,,1,,,,3,1,4,2
3/19/2026 14:57,3/19/2026 15:04,0,172.226.3.32,100,417,1,3/19/2026 15:04,R_3rSAFsDEbbHk5EZ,,,,,33.4532,-112.0748,qr,EN,4,2,,,1,1,1,,,,3,1,1,1,,,,,,,,2,,4,4,4,4,4,5,5,5,5,5,3,5,5,5,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,5,3.5,1,6,7,7,7,4,4,5,4,4,4,1,2.25,1,3.5,2.5,1,1,2,5,100,100,50,50,100,4,4,,,,,,,,,,,,,,,,,,2,,23,,,,,,,1,,,,3,6,1,2
3/19/2026 14:52,3/19/2026 15:04,0,150.135.165.32,100,737,1,3/19/2026 15:04,R_7DwEfXWEhwwZImR,,,,,32.2503,-110.945,qr,EN,4,2,1,,1,1,1,,,,4,,1,1,,1,1,,,,,5,,4,4,4,4,4,4,2,4,4,4,3,2,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,6,7,8,7,6,8,3,,,6,5,6,5,6,6,7,6,6,7,2,,,,,,,,,,,,,,,,3,2.5,1,2,1,4,93,96,93,93,96,0,1,2.5,2,1.75,1,1,,20.5,,,,,,,1,,,,2,-999,3,2
3/19/2026 14:53,3/19/2026 15:05,0,174.234.91.207,100,698,1,3/19/2026 15:05,R_6CP3YcBTL9jF5uN,,,,,36.0588,-115.3104,qr,EN,4,5,1,,1,,1,,,,4,1,,1,,1,,1,,,,1,,5,4,3,5,5,3,3,5,4,4,4,4,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,5,3.5,1,9,8,8,9,9,9,9,8,9,9,5,3.25,1,3.5,3.25,1,1,1,1,100,100,50,70,100,1,3,,,,,,,,,,,,,,,,,,1,,23,,,,,,,1,,,,4,1,2,2
3/19/2026 15:05,3/19/2026 15:10,0,150.135.165.29,100,333,1,3/19/2026 15:10,R_5QhTMXy8sxHafS1,,,,,32.2503,-110.945,qr,EN,4,4,,,1,1,1,,,,4,,,1,,1,1,,,,,3,,4,4,4,4,4,4,3,3,4,4,3,4,4,3,1.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,4,5,6,6,6,5,5,2,,,1,2,4,1,1,4,5,5,5,5,2,,,,,,,,,,,,,,,,1.5,2,2,2,3,4,67,,89,71,60,2,2,2,1,1.75,1,1,,18.5,1,,,1,,,,,,,3,3,3,2
3/19/2026 15:07,3/19/2026 15:13,0,172.56.182.165,100,377,1,3/19/2026 15:13,R_6c0BlqcxK0U2w4u,,,,,34.11,-117.2955,qr,EN,4,3,,,1,1,1,,,,2,,,1,,1,,,,,,3,,5,5,3,3,2,5,2,3,4,4,4,4,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,7,7,2,5,2,3,3,3,1,7,7,7,7,7,7,7,7,7,7,3,2,1,3,2,1,1,1,1,100,100,100,100,40,1,2,,,,,,,,,,,,,,,,,,2,,20.5,,,,1,,,,,,,3,3,1,2
3/19/2026 15:05,3/19/2026 15:13,0,150.135.165.48,100,497,1,3/19/2026 15:13,R_5S5wN6nOZ6yoemB,,,,,32.2503,-110.945,qr,EN,4,2,,,,1,1,,,,4,,1,1,,,,1,,,,3,,5,4,3,3,2,4,2,2,4,4,3,2,3,3,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,7,7,7,9,5,6,7,4,3.75,1,4,6,3,6,6,8,7,7,6,6,2,3.25,1,4,3.75,1,1,1,1,70,40,85,20,90,0,4,,,,,,,,,,,,,,,,,,2,,23,,,,,,,1,,,,4,6,1,2
3/19/2026 15:06,3/19/2026 15:16,0,150.135.165.13,100,602,1,3/19/2026 15:16,R_6avBe4MD6hGzxM5,,,,,32.2503,-110.945,qr,EN,4,1,1,1,1,,1,,,,3,,1,1,,,,1,,,,3,,4,4,5,5,5,4,3,5,4,4,4,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4,5,7,7,6,5,5,7,3,2.25,2,7,5,4,5,6,7,6,5,5,5,3,2.25,2,3.75,3.75,2,2,5,5,100,75,100,100,100,0,3,,,,,,,,,,,,,,,,,,1,,20.5,,,1,,,,,,,,3,6,1,2
3/19/2026 15:11,3/19/2026 15:20,0,198.60.145.56,100,570,1,3/19/2026 15:20,R_5kq3tnoOkcQaJDl,,,,,32.2503,-110.945,qr,EN,4,2,,,1,1,,,,,4,1,,,,1,,,,,,5,,5,4,4,3,2,4,3,2,2,4,5,4,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,6,9,9,8,5,5,7,4,,,7,5,4,8,7,5,8,5,4,5,2,,,,,,,,,,,,,,,,4,3,2,3,4,4,83,66,77,49,35,0,0,4.25,3,3.25,2,1,,20.5,,,,,,,1,,,,3,5,4,2
3/19/2026 15:05,3/19/2026 15:21,0,150.135.165.76,100,953,1,3/19/2026 15:21,R_3XNKJouGGkkfxKx,,,,,32.2503,-110.945,qr,EN,4,1,,,,,1,,,,1,,1,,1,,1,1,,,,2,,4,4,4,4,4,4,5,4,4,4,3,4,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,7,6,7,8,8,8,6,3,,,8,8,8,8,8,9,8,8,8,8,5,,,,,,,,,,,,,,,,0,2.5,1,1,4,4,75,72,100,100,100,1,1,2,1,3.5,1,2,,35,1,,,,,,,,,,4,4,4,2
3/19/2026 15:14,3/19/2026 15:23,0,150.135.165.44,100,549,1,3/19/2026 15:23,R_7EcJAjkKxAoTNYh,,,,,32.2503,-110.945,qr,EN,4,2,,,1,1,1,1,,,3,,,,,1,1,1,,,,7,,3,5,5,4,3,2,5,5,5,5,5,5,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,6,6,7,7,9,7,5,9,3,,,9,7,8,8,8,6,9,8,6,9,4,,,,,,,,,,,,,,,,2.5,2.5,1,1,5,5,100,60,49,47,56,3,3,2,1,2.5,1,1,,23,,,,1,,,,,,,3,3,3,2
3/19/2026 15:17,3/19/2026 15:24,0,150.135.165.21,100,393,1,3/19/2026 15:24,R_6vdeAtDANSnlk41,,,,,32.2503,-110.945,qr,EN,4,3,,,,,,1,,,1,1,,,,,,,,,,,,5,5,3,3,3,4,4,3,3,4,4,4,4,4,2.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,9,7,7,8,7,6,9,8,4,2.75,1,5,4,4,6,5,7,6,5,4,6,2,2,1,2.75,2,1,2,4,4,79,79,37,45,10,0,0,,,,,,,,,,,,,,,,,,1,,20.5,,,,1,,,,,,,3,2,1,2
3/19/2026 15:14,3/19/2026 15:24,0,150.135.165.29,100,626,1,3/19/2026 15:24,R_1Qy1aVFQC0zM1R4,,,,,32.2503,-110.945,qr,EN,4,3,,1,1,1,1,,,,3,,,,,1,,1,,,,7,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,8,7,6,7,9,8,9,4,,,9,9,9,9,9,9,9,9,9,9,5,,,,,,,,,,,,,,,,2,2,2,2,4,4,100,94,100,100,100,0,1,2,1,2,1,2,,20.5,,,,1,,,,,,,3,2,3,2
3/19/2026 15:21,3/19/2026 15:27,0,150.135.165.46,100,336,1,3/19/2026 15:27,R_1Kda04lyZRItn7l,,,,,32.2503,-110.945,qr,EN,4,1,,1,1,,,1,,,2,1,1,1,,1,,,,,,2,,5,5,2,3,3,4,4,4,4,4,4,4,4,4,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,6,5,5,4,6,6,4,4,,,9,9,9,8,9,9,9,6,7,8,5,,,,,,,,,,,,,,,,3,2.5,2,1,2,4,40,38,56,47,36,0,4,0,,3,1,2,,18.5,,,1,,,,,,,,3,1,4,2
